Latitude,Longitude,Depth(m)
47.1395543960992,-122.557289174824,5.57
47.1395053609305,-122.557199346831,5.88
47.1394747139269,-122.557145450035,6.16
47.1394379374992,-122.557091553239,6.39
47.1394072904566,-122.557046639243,6.50
47.1393827728096,-122.556983759648,6.66
47.139352125735,-122.556893931655,6.98
47.1393153492219,-122.556840034859,7.25
47.1392847021082,-122.556795120863,7.49
47.1392601844044,-122.556741224067,7.63
47.1392295372586,-122.556687327271,7.84
47.1392050195292,-122.556633430476,8.31
47.1391743723514,-122.55657953368,8.67
47.1391437251559,-122.556507671286,8.92
47.1391192073867,-122.556444791691,8.92
47.1390824307115,-122.556363946497,8.94
47.1390579129139,-122.556301066902,8.98
47.1390272656508,-122.556247170106,8.82
47.1390027478275,-122.556175307712,8.24
47.1389721005325,-122.556094462518,8.20
47.1389537121469,-122.556031582923,8.12
47.1389291942895,-122.555968703328,8.63
47.1389169353565,-122.555905823733,8.94
47.1388985469518,-122.555833961339,9.40
47.1388801585406,-122.555771081744,9.70
47.138861770123,-122.555708202149,9.79
47.138843381699,-122.555636339755,9.62
47.1388249932687,-122.55557346016,9.28
47.1388127343116,-122.555501597766,9.17
47.1387943458705,-122.555429735371,8.43
47.1387759574231,-122.555366855776,7.93
47.1387636984546,-122.555294993382,7.51
47.1387453099965,-122.555223130988,7.15
47.1387330510208,-122.555160251393,6.75
47.1387146625521,-122.555088388998,6.56
47.1387024035694,-122.555025509403,6.39
47.1386840150899,-122.554953647009,6.03
47.1386656266041,-122.554881784615,5.88
47.138641108613,-122.55481890502,5.88
47.1386227201123,-122.554756025425,6.01
47.1385982021013,-122.55469314583,6.09
47.1385859430916,-122.554621283435,6.12
47.1385675545716,-122.554549421041,6.18
47.1385552955547,-122.554486541446,6.31
47.1385369070241,-122.554423661851,6.60
47.1385123889733,-122.554351799457,7.44
47.1384940004278,-122.554279937063,8.37
47.1384756118758,-122.554217057468,8.88
47.1384572233175,-122.554145195073,8.73
47.138444964275,-122.554073332679,8.35
47.138426575706,-122.554010453084,7.78
47.138402057604,-122.55393859069,7.80
47.1383775394907,-122.553875711095,7.74
47.1383652804297,-122.5538128315,7.11
47.1383530213659,-122.553740969105,6.41
47.138346891833,-122.553669106711,5.65
47.1383285032298,-122.553597244317,5.27
47.1383101146203,-122.553534364722,4.98
47.1382917260043,-122.553462502327,4.68
47.1382794669235,-122.553390639933,4.49
47.1382672078398,-122.55330979474,4.22
47.1382549487532,-122.553246915145,3.86
47.1382426896639,-122.55317505275,3.75
47.1382304305716,-122.553103190356,3.63
47.138212041928,-122.553040310761,3.63
47.1381997828286,-122.552968448367,3.63
47.1381813941743,-122.552896585972,3.63
47.1381691350678,-122.552824723578,3.69
47.1381568759585,-122.552752861184,3.78
47.1381384872893,-122.552689981589,3.92
47.1381200986136,-122.552618119194,4.09
47.1380894508066,-122.552573205198,4.74
47.1380404142784,-122.552555239599,5.91
47.1379913777047,-122.552582187997,6.71
47.1379546002446,-122.552618119194,7.34
47.1379178227589,-122.552654050392,8.39
47.1378810452475,-122.552707947187,10.04
47.1378442677106,-122.552752861184,11.54
47.1378074901481,-122.55279777518,13.31
47.13777071256,-122.552833706377,15.20
47.1377339349463,-122.552878620374,17.29
47.137697157307,-122.552914551571,19.13
47.1376665092547,-122.552959465567,21.02
47.1376297315685,-122.553013362363,22.35
47.1375929538566,-122.55305827636,23.47
47.1375561761192,-122.553103190356,25.07
47.1375132687265,-122.553148104352,26.06
47.1374764909336,-122.55318403555,26.53
47.1374274538366,-122.553219966747,27.27
47.137360027754,-122.553264880743,26.49
47.1373048608951,-122.553291829141,26.40
47.1372558236388,-122.55330979474,26.30
47.137206786337,-122.553336743137,26.55
47.1371577489897,-122.553372674335,26.15
47.137108711597,-122.553417588331,27.25
47.1370658038409,-122.553462502327,26.13
47.1370228960501,-122.553516399123,26.19
47.1369861179159,-122.553570295919,26.08
47.1369615991456,-122.553660123912,26.00
47.1369677288392,-122.553723003507,25.96
47.1369922476067,-122.553785883102,26.06
47.1370228960501,-122.553848762697,26.04
47.1370596741587,-122.553911642292,26.06
47.1370841928835,-122.553974521887,26.11
47.137108711597,-122.554037401482,26.13
47.1371393599728,-122.554100281077,26.19
47.1371700083308,-122.554172143471,26.17
47.1372006566711,-122.554235023066,26.13
47.1372313049936,-122.554297902661,26.28
47.1372680829571,-122.554360782256,26.25
47.1372987312405,-122.554423661851,26.27
47.1373109905489,-122.554495524245,26.34
47.1373355091571,-122.55456738664,27.10
47.137360027754,-122.554639249034,26.28
47.1373845463394,-122.554711111428,26.89
47.1374090649135,-122.554773991023,27.50
47.1374335834762,-122.554845853418,26.47
47.1374642316637,-122.554908733013,26.44
47.1374887502008,-122.554980595407,26.49
47.1375132687265,-122.555052457801,26.55
47.1375439168677,-122.555115337396,26.57
47.1375684353679,-122.55518719979,26.57
47.1375929538566,-122.555250079385,26.61
47.1376236019516,-122.55532194178,26.65
47.1376481204148,-122.555393804174,26.70
47.1376726388666,-122.555456683769,26.91
47.1377032869153,-122.555528546163,26.23
47.1377278053415,-122.555600408558,25.71
47.1377461941537,-122.555672270952,25.37
47.13777071256,-122.555771081744,25.01
47.1377891013573,-122.555842944138,24.95
47.1378136197437,-122.555914806533,25.01
47.1378381381187,-122.555986668927,24.91
47.1378626564823,-122.556058531321,24.80
47.1378871748346,-122.556121410916,24.50
47.1379116931754,-122.556193273311,24.38
47.1379362115049,-122.556265135705,24.08
47.1379546002446,-122.556336998099,24.80
47.1379729889779,-122.556417843293,24.97
47.1379975072789,-122.556507671286,24.88
47.1380158959973,-122.556588516479,25.05
47.1380342847092,-122.556660378874,25.96
47.1380526734147,-122.556732241268,26.30
47.1380771916788,-122.556822069261,26.51
47.1381017099315,-122.556893931655,26.53
47.1381262281729,-122.556965794049,26.51
47.1381507464028,-122.557037656444,26.55
47.1381691350678,-122.557100536039,26.32
47.1381997828286,-122.557172398433,26.19
47.1382243010245,-122.557235278028,26.28
47.1382488192089,-122.557298157623,26.17
47.138273337382,-122.557370020017,26.21
47.1383101146203,-122.55745984801,26.32
47.1383346327649,-122.557531710404,26.32
47.1383652804297,-122.557594589999,26.30
47.1383897985488,-122.557657469594,26.34
47.1384204461816,-122.557729331989,26.44
47.138444964275,-122.557801194383,26.51
47.1384756118758,-122.557873056777,26.40
47.1385001299437,-122.557944919172,26.04
47.1385246480001,-122.558016781566,25.64
47.1385614250635,-122.558115592358,24.84
47.1385798135856,-122.558178471953,24.69
47.138573684079,-122.558241351548,24.86
47.138543036535,-122.558295248344,24.86
47.1385062594589,-122.55834016234,24.80
47.1384572233175,-122.558385076337,25.07
47.1384081871306,-122.558429990333,25.45
47.1383591508982,-122.558474904329,26.51
47.1383162441575,-122.558528801125,26.13
47.138273337382,-122.55859168072,26.15
47.1382365601181,-122.558645577516,26.06
47.1381936532779,-122.558699474312,26.17
47.1381630055135,-122.558762353907,26.06
47.1381262281729,-122.558816250702,26.06
47.1380894508066,-122.558879130297,25.98
47.1380588029818,-122.558933027093,25.96
47.1380281551393,-122.558995906688,26.02
47.1379913777047,-122.559058786283,25.90
47.1379607298231,-122.559121665878,25.90
47.1379300819236,-122.559184545473,25.92
47.1378994340064,-122.559247425068,25.88
47.1378626564823,-122.559310304663,25.85
47.1378136197437,-122.559382167057,25.88
47.1377829717589,-122.559427081054,25.81
47.1377523237564,-122.55947199505,25.79
47.1377032869153,-122.559525891846,25.75
47.1376603796421,-122.559570805842,25.73
47.1376236019516,-122.559624702638,25.85
47.1375806946137,-122.559678599434,25.73
47.1375500464938,-122.55972351343,25.73
47.1375132687265,-122.559786393025,25.66
47.1374826205676,-122.55984927262,25.68
47.1374519723908,-122.559921135015,25.66
47.1374151945553,-122.55998401461,25.66
47.1373845463394,-122.560037911405,25.68
47.137347768457,-122.560091808201,25.64
47.1373048608951,-122.560136722197,25.58
47.1372680829571,-122.560190618993,25.56
47.137237434656,-122.560262481388,25.66
47.1372129160022,-122.560325360983,25.68
47.1371761380003,-122.560379257778,25.66
47.1371393599728,-122.560442137373,25.73
47.1370903225629,-122.560522982567,25.68
47.1370412851076,-122.560585862162,25.71
47.1369861179159,-122.560666707355,25.77
47.1369432100604,-122.560747552549,25.75
47.13690030217,-122.560828397743,25.68
47.1368635239505,-122.560891277338,25.83
47.1368328754147,-122.560954156933,25.85
47.1367960971482,-122.561017036528,25.90
47.1367593188562,-122.561070933323,25.88
47.13672867026,-122.561133812918,25.92
47.136698021646,-122.561205675313,25.94
47.1366673730142,-122.561268554908,25.94
47.1366305946326,-122.561322451703,25.96
47.1365938162253,-122.561376348499,25.94
47.1365631675331,-122.561430245295,25.98
47.1365325188231,-122.561475159291,26.08
47.1365018700953,-122.561529056087,26.08
47.1364650915985,-122.56161888408,26.13
47.1364344428317,-122.561681763675,26.09
47.136403794047,-122.56174464327,26.13
47.1363608857186,-122.561798540066,26.17
47.1363302368913,-122.561852436861,26.21
47.136293458275,-122.561906333657,26.15
47.1362566796332,-122.561960230453,26.17
47.1362076414042,-122.562005144449,26.27
47.1361586031298,-122.56199616165,26.25
47.1361156946023,-122.561960230453,26.32
47.1360789158368,-122.561906333657,26.09
47.1360421370456,-122.561861419661,26.17
47.1360053582288,-122.561789557266,25.98
47.1359808390034,-122.561726677671,25.98
47.135944060144,-122.561663798076,25.92
47.135907281259,-122.561609901281,25.83
47.1358705023484,-122.561547021686,25.81
47.1358337234122,-122.56149312489,25.85
47.1358030742791,-122.561430245295,25.64
47.135766295296,-122.5613673657,25.68
47.1357295162873,-122.561304486105,25.56
47.1356988670938,-122.56124160651,25.58
47.1356620880381,-122.561178726915,25.49
47.1356253089568,-122.56111584732,25.43
47.1355640104312,-122.561026019327,25.39
47.1355272312817,-122.560954156933,25.35
47.1354904521065,-122.560900260137,25.28
47.1354598027744,-122.56085534614,25.24
47.1354230235524,-122.560792466545,25.22
47.1353862443047,-122.56072958695,25.26
47.1353433351501,-122.560666707355,25.12
47.1353004259607,-122.56061281056,25.11
47.1352636466277,-122.560549930965,25.22
47.1352207373736,-122.560496034169,25.07
47.135190087885,-122.560433154574,25.03
47.1351594383787,-122.560388240578,25.01
47.1351287888545,-122.560325360983,25.01
47.1350920094021,-122.560262481388,25.03
47.1350552299241,-122.560199601793,24.95
47.1350184504205,-122.560136722197,24.99
47.1349816708913,-122.560073842602,24.95
47.1349448913365,-122.560019945807,24.93
47.1349081117561,-122.559957066212,24.91
47.1348713321501,-122.559894186617,24.86
47.1348222926356,-122.559813341423,24.93
47.1347916429159,-122.559759444627,24.86
47.1347548632289,-122.559696565032,24.88
47.1347119535616,-122.559642668237,24.86
47.1346751738191,-122.559579788642,24.88
47.134638394051,-122.559525891846,24.82
47.1346016142573,-122.559463012251,24.88
47.1345525744925,-122.559382167057,24.90
47.1345157946391,-122.559319287462,24.78
47.1344728847778,-122.559256407867,24.78
47.1344361048689,-122.559202511072,24.78
47.1343931949428,-122.559139631477,24.86
47.1343502849819,-122.559076751882,24.86
47.1343135049877,-122.559022855086,24.74
47.1342828549729,-122.55897794109,24.82
47.1342460749318,-122.558924044294,24.80
47.134215424878,-122.558879130297,24.80
47.1341786447899,-122.558825233502,24.74
47.1341418646762,-122.558762353907,24.82
47.1340989545112,-122.558708457111,24.74
47.1340315241816,-122.558600663519,24.82
47.1339947439656,-122.558546766724,24.80
47.1339579637239,-122.558492869928,24.74
47.1339211834567,-122.558429990333,24.78
47.1338844031638,-122.558376093537,24.84
47.1338476228454,-122.558313213942,24.88
47.1338169725604,-122.558250334347,24.88
47.133780192195,-122.558196437552,24.91
47.1337434118041,-122.558133557957,24.82
47.133694371243,-122.558052712763,24.91
47.1336575907923,-122.557989833168,24.84
47.133620810316,-122.557926953573,24.88
47.1335840298141,-122.557864073978,24.84
47.1335533793763,-122.557801194383,24.84
47.1335165988275,-122.557738314788,24.88
47.133479818253,-122.557675435193,24.93
47.133443037653,-122.557612555598,24.90
47.1334123871335,-122.557549676003,24.95
47.1333756064865,-122.557486796408,25.03
47.133338825814,-122.557396968415,24.99
47.133308175234,-122.55733408882,25.01
47.1332775246362,-122.557271209225,24.99
47.1332468740206,-122.55720832963,25.01
47.1332100932585,-122.557154432834,25.07
47.133167182337,-122.557100536039,25.03
47.1331304015194,-122.557037656444,25.12
47.1331058809601,-122.556965794049,25.26
47.1330874905332,-122.556893931655,25.18
47.1330507096602,-122.55683105206,25.26
47.1330200589131,-122.556759189666,25.11
47.1329832779931,-122.556696310071,25.22
47.1329464970475,-122.556633430476,25.20
47.1329097160763,-122.556570550881,25.24
47.1328729350796,-122.556507671286,25.20
47.1328422842294,-122.556444791691,25.18
47.1328055031857,-122.556381912096,25.26
47.1327809824757,-122.556319032501,25.24
47.1327564617542,-122.556265135705,25.12
47.1327319410215,-122.556193273311,25.37
47.1327135504644,-122.556112428117,25.39
47.1326828995218,-122.556040565723,25.28
47.1326522485614,-122.555977686128,24.59
47.1326215975832,-122.555914806533,23.77
47.1325970767879,-122.555860909737,23.58
47.1325602955735,-122.555798030142,22.84
47.132529644542,-122.555735150547,22.44
47.1324928632808,-122.555672270952,21.76
47.1324622122101,-122.555609391357,20.98
47.1324254309019,-122.555546511762,20.43
47.1323947797922,-122.555483632167,19.25
47.1323641286647,-122.555420752572,18.26
47.1323212170564,-122.555339907378,17.02
47.13228443565,-122.555277027783,16.26
47.1322476542181,-122.555214148188,15.18
47.1322170030053,-122.555151268593,14.53
47.1321924820222,-122.555097371798,13.81
47.1321618307774,-122.555034492203,12.61
47.1321311795148,-122.554989578206,12.00
47.1321005282345,-122.554926698611,11.26
47.1320637466745,-122.554863819016,10.86
47.1320330953551,-122.554800939421,10.71
47.1319963137482,-122.554738059826,10.37
47.1319595321158,-122.55468416303,10.42
47.1319288807359,-122.554621283435,10.50
47.1318982293382,-122.554576369439,10.65
47.1318614476375,-122.554513489844,10.69
47.131818535621,-122.554459593048,10.86
47.1317817538649,-122.554396713453,10.73
47.1317449720831,-122.554333833858,10.40
47.1317081902758,-122.554279937063,10.21
47.1316714084428,-122.554217057468,10.44
47.1316468872066,-122.554154177873,10.29
47.1316162356454,-122.554082315478,10.50
47.1315794537485,-122.554028418682,10.76
47.1315488021481,-122.553965539087,10.97
47.1315120202043,-122.553911642292,10.78
47.1314752382348,-122.553857745496,10.71
47.131444586574,-122.5538038487,10.33
47.1314078045576,-122.553749951905,10.14
47.1313710225156,-122.553696055109,9.89
47.1313403707944,-122.553642158313,9.89
47.1313097190554,-122.553588261517,9.81
47.1312545458805,-122.553498433525,9.93
47.1312177637318,-122.55343555393,9.76
47.1311871119217,-122.553390639933,9.98
47.1311564600939,-122.553345725937,10.04
47.1311258082482,-122.553282846342,10.00
47.1310951563848,-122.553219966747,9.55
47.1310645045036,-122.55317505275,9.34
47.1310277222227,-122.553130138754,9.21
47.1309970703024,-122.553067259159,9.03
47.1309786791417,-122.552995396765,8.48
47.1309664183643,-122.55292353437,8.18
47.1309602879746,-122.552851671976,7.93
47.1309664183643,-122.552779809582,7.80
47.1309848095293,-122.552716929987,7.74
47.1310032006879,-122.552645067592,7.76
47.1310277222227,-122.552591170797,7.61
47.1310522437462,-122.552528291202,7.17
47.1310828956345,-122.552474394406,6.75
47.1311074171323,-122.552411514811,6.49
47.1311380689886,-122.552366600814,6.09
47.1311687208272,-122.552312704019,5.72
47.1312055030099,-122.552267790022,5.55
47.1312422851671,-122.552213893227,5.67
47.1312729369452,-122.552159996431,5.72
47.1313158494047,-122.552115082434,6.24
47.1313710225156,-122.552115082434,6.71
47.1314200652326,-122.552159996431,7.47
47.1314507169076,-122.552213893227,8.18
47.1314874988941,-122.552276772822,8.92
47.1315242808551,-122.552330669617,9.95
47.1315549324696,-122.552384566413,10.95
47.1316162356454,-122.552483377205,12.50
47.1316468872066,-122.552537274001,13.16
47.1316897993625,-122.552609136395,13.81
47.1317204508811,-122.552663033191,14.61
47.1317572326799,-122.552725912786,15.16
47.1317940144531,-122.552779809582,15.99
47.1318307962007,-122.552842689177,16.70
47.1318675779227,-122.552896585972,17.57
47.1319043596192,-122.552950482768,18.05
47.13194114129,-122.553013362363,19.25
47.1319779229352,-122.553076241958,19.89
47.1320085742867,-122.553130138754,20.48
47.132045355885,-122.553193018349,21.11
47.1320821374577,-122.553255897944,21.89
47.1321127887487,-122.553318777539,22.63
47.1321495702745,-122.553372674335,23.77
47.1321802215264,-122.55343555393,23.98
47.1322170030053,-122.553507416324,24.08
47.1322476542181,-122.553570295919,23.74
47.13228443565,-122.553624192715,24.40
47.1323150868237,-122.553669106711,24.63
47.1323457379797,-122.553723003507,24.80
47.1323947797922,-122.5538038487,24.61
47.1324254309019,-122.553857745496,24.82
47.1324622122101,-122.553911642292,24.80
47.1324928632808,-122.553974521887,24.55
47.1325357747497,-122.554028418682,24.86
47.1325725559812,-122.554091298277,24.95
47.1326032069878,-122.554154177873,24.40
47.1326338579766,-122.554226040267,23.94
47.1326645089477,-122.554297902661,23.56
47.132695159901,-122.554351799457,22.96
47.1327319410215,-122.554414679052,23.01
47.1327748522964,-122.554468575848,22.77
47.1328116333614,-122.554531455443,22.97
47.1328422842294,-122.554594335038,23.20
47.1328790652475,-122.554657214633,23.32
47.13291584624,-122.554720094228,23.36
47.1329464970475,-122.554773991023,22.84
47.1329771478373,-122.554836870618,23.49
47.1330139287615,-122.554899750213,23.24
47.1330445795122,-122.554962629808,23.81
47.1330813603895,-122.555016526604,24.29
47.133112011101,-122.555079406199,24.53
47.1331426617948,-122.555142285794,24.34
47.1331794426038,-122.555205165389,24.53
47.1332100932585,-122.555250079385,24.55
47.1332407438954,-122.55531295898,24.95
47.1332775246362,-122.555384821375,25.31
47.1333143053514,-122.55544770097,25.43
47.133351086041,-122.555519563364,26.30
47.133387866705,-122.555582442959,25.73
47.1334369075505,-122.555663288153,25.64
47.1334736881548,-122.555726167748,25.62
47.1335104687335,-122.555780064543,25.54
47.1335472492866,-122.555833961339,25.49
47.1335840298141,-122.555896840934,25.39
47.1336146802341,-122.555959720529,25.43
47.1336514607147,-122.556013617325,25.37
47.1336882411696,-122.55607649692,25.24
47.1337311516681,-122.556130393716,25.22
47.1337679320676,-122.556166324913,25.20
47.1338047124415,-122.556220221708,25.12
47.1338292326765,-122.556283101303,25.20
47.1338598829543,-122.556345980898,25.09
47.1338966632643,-122.556399877694,25.09
47.133927313503,-122.556462757289,25.03
47.1339579637239,-122.556525636884,25.05
47.1340008740033,-122.556615464877,25.05
47.1340315241816,-122.556678344472,24.99
47.1340560443114,-122.556759189666,25.03
47.1340866944577,-122.55683105206,25.11
47.1341173445862,-122.556893931655,24.93
47.1341541247169,-122.55695681125,24.99
47.1341847748063,-122.557010708046,24.93
47.1342215548902,-122.557073587641,24.93
47.1342522049404,-122.557127484436,24.93
47.1342889849773,-122.557190364031,24.90
47.1343196349885,-122.557253243626,24.93
47.1343564149784,-122.557307140422,24.88
47.1343870649505,-122.557370020017,24.86
47.1344299748816,-122.557441882411,24.88
47.134460624811,-122.557531710404,24.86
47.1344912747226,-122.557594589999,24.86
47.1345219246165,-122.557657469594,24.90
47.1345587044656,-122.557720349189,24.91
47.1345954842892,-122.557783228784,24.84
47.1346261341226,-122.55783712558,24.84
47.1346567839383,-122.557908987974,24.82
47.1346874337361,-122.557971867569,24.82
47.1347242134701,-122.558025764365,24.84
47.1347548632289,-122.55808864396,24.88
47.1347916429159,-122.558151523555,24.86
47.1348284225774,-122.558205420351,24.84
47.1348590722757,-122.558259317147,24.84
47.1348897219563,-122.558322196742,24.86
47.1349265015495,-122.558385076337,24.88
47.1349632811171,-122.558447955932,24.91
47.1349939307372,-122.558510835527,24.82
47.1350368401755,-122.55859168072,24.84
47.1350736196663,-122.558654560315,24.86
47.1351103991315,-122.558708457111,24.99
47.1351716981833,-122.558834216301,24.88
47.1352023476826,-122.558888113097,24.86
47.135232997164,-122.558950992692,24.91
47.1352697765183,-122.559013872287,24.93
47.135306555847,-122.559076751882,24.99
47.1353494650315,-122.559130648677,24.93
47.1353862443047,-122.559193528272,24.90
47.1354230235524,-122.559247425068,25.05
47.1354598027744,-122.559301321864,24.88
47.1354965819708,-122.55935521866,24.97
47.1355333611417,-122.559418098255,25.05
47.135576270142,-122.559498943448,24.97
47.1356130492574,-122.559561823043,25.03
47.1356498283472,-122.559624702638,25.05
47.1356866074114,-122.559678599434,25.03
47.13572338645,-122.559714530631,25.07
47.135760165463,-122.559768427427,25.07
47.1357908146209,-122.559822324222,25.09
47.1358521128835,-122.559912152215,25.16
47.1358827619881,-122.559957066212,25.16
47.1359195408902,-122.560019945807,25.18
47.1359563197667,-122.560073842602,25.24
47.1359869688109,-122.560127739398,25.28
47.1360421370456,-122.560199601793,25.30
47.1360850456328,-122.560253498588,25.33
47.1361340839755,-122.560334343782,25.45
47.1361647329166,-122.560397223377,25.45
47.1361953818399,-122.560460102972,25.45
47.1362260307454,-122.560531965366,25.47
47.1362628094086,-122.560594844961,25.52
47.1363179773554,-122.560630776158,25.64
47.1363731452446,-122.560639758958,25.64
47.1364221833199,-122.56060382776,25.58
47.1364650915985,-122.560549930965,25.62
47.1365018700953,-122.56048705137,25.52
47.136526389079,-122.560415188975,25.56
47.1365570377925,-122.560343326581,25.54
47.1365938162253,-122.560253498588,25.49
47.1366305946326,-122.560163670595,25.47
47.1366551135565,-122.560091808201,25.49
47.1366857621954,-122.560028928606,25.43
47.1367164108165,-122.559966049011,25.49
47.1367470594198,-122.559903169416,25.47
47.1367715782897,-122.559840289821,25.33
47.1368022268611,-122.559759444627,25.41
47.1368206159954,-122.559687582233,25.41
47.1368267457054,-122.55960673704,25.30
47.1368083565732,-122.559534874645,25.33
47.1367715782897,-122.55947199505,25.28
47.1367225405386,-122.559427081054,25.28
47.136673502742,-122.559391149857,25.28
47.1366305946326,-122.55934623586,25.30
47.1365876864883,-122.559292339065,25.24
47.1365509080513,-122.559238442269,25.18
47.1365141295886,-122.559184545473,25.18
47.1364773511003,-122.559130648677,25.12
47.1364467023405,-122.559076751882,25.20
47.1364099238054,-122.559013872287,25.22
47.1363608857186,-122.558933027093,25.22
47.1363241071237,-122.558879130297,25.09
47.136293458275,-122.558825233502,25.09
47.1362566796332,-122.558762353907,25.09
47.1362199009658,-122.558708457111,25.05
47.1361647329166,-122.558636594717,25.07
